city,Customer_Name,Customer_Segment,Discount,Number_of_Records,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Container,Product_Sub_Category,Profit,Region,Row_ID,Sales,Ship_Date,Ship_Mode,Shipping_Cost,State,Unit_Price,Zip_Code
Greenville,Jack O'Briant,Home Office,0.05,1,2013-08-07,49638,Medium,17,0.64,Furniture,Small Box,Office Furnishings,245,South,1391,1058.43,2013-08-08,Regular Air,6.68,Florida,20.28,33012
Bethpage,Justin Hirsh,Consumer,0.06,1,2013-08-07,193,Critical,14,0.57,Technology,Small Box,Computer Peripherals,-77.66,South,6950,196.07,2013-08-08,Regular Air,6.5,Mississippi,10.97,38701
Hacienda Heights,Cyra Reiten,Consumer,0,1,2013-08-08,57669,Critical,41,0.57,Office Supplies,Medium Box,Storage and Organization,-37.04,East,27,174.89,2013-08-09,Regular Air,6.27,New York,12.44,11714
Rock Springs,Mick Brown,Consumer,0.05,1,2013-08-09,55558,Medium,8,0.65,Office Supplies,Small Box,Appliances,544.93,West,8085,1803.12,2013-08-09,Regular Air,5.33,California,40.98,91745
Kennewick,Shui Tom,Consumer,0.05,1,2013-08-09,50146,Not Specified,32,0.58,Furniture,Jumbo Box,Bookcases,-323.18,West,7765,1294.04,2013-08-09,Delivery Truck,66.27,Wyoming,150.98,82901
Roseville,Bart Watters,Corporate,0,1,2013-08-09,45570,Critical,19,0.37,Technology,Small Box,Telephones and Communication,519.59,West,7026,2288.64,2013-08-09,Regular Air,2.79,Washington,85.99,99336
Miami,Natalie Webber,Corporate,0.1,1,2013-08-09,44224,High,32,0.71,Office Supplies,Small Box,Binders and Binder Accessories,-67.49,Central,6411,77.57,2013-08-10,Regular Air,5.47,Minnesota,3.58,55113
Port Chester,Theresa Swint,Consumer,0.08,1,2013-08-09,34916,High,3,0.47,Technology,Small Pack,Computer Peripherals,-62.13,South,6240,198.7,2013-08-10,Regular Air,2.74,Florida,6.48,33142
Rock Springs,Mick Brown,Consumer,0.04,1,2013-08-09,55558,Medium,23,0.38,Furniture,Small Pack,Office Furnishings,10.04,East,4906,24.36,2013-08-11,Express Air,5.72,New York,4.82,10573
Omaha,Bobby Odegard,Corporate,0.07,1,2013-08-09,4932,Critical,11,0.38,Office Supplies,Small Box,Envelopes,22.25,West,7766,392.57,2013-08-11,Regular Air,8.13,Wyoming,17.07,82901
Greenwood,Evan Minnotte,Corporate,0.05,1,2013-08-10,10435,Medium,46,0.58,Office Supplies,Wrap Bag,Paper,25.96,Central,704,109.37,2013-08-11,Regular Air,1.79,Nebraska,10.31,68104
Greenwood,Evan Minnotte,Corporate,0.06,1,2013-08-10,10435,Medium,38,0.57,Office Supplies,Small Pack,Pens and Art Supplies,-162.24,Central,1443,537.87,2013-08-11,Regular Air,7.95,Indiana,11.66,46142
Bullhead City,Quincy Jones,Small Business,0.03,1,2013-08-10,19104,High,48,0.57,Office Supplies,Small Pack,Pens and Art Supplies,-14.31,Central,1442,871.25,2013-08-12,Regular Air,8.99,Indiana,22.99,46142
Saginaw,Andy Yotov,Corporate,0,1,2013-08-11,13861,High,7,0.52,Technology,Small Box,Telephones and Communication,1366.69,West,2638,5085.91,2013-08-12,Regular Air,8.08,Arizona,125.99,86442
Rochester,Elizabeth Moffitt,Consumer,0.02,1,2013-08-11,31650,Not Specified,19,0.76,Office Supplies,Wrap Bag,Pens and Art Supplies,5.03,Central,1935,37.3,2013-08-11,Regular Air,0.71,Texas,4.84,76131
Torrance,Jeremy Pistek,Corporate,0.07,1,2013-08-12,42563,Medium,7,0.35,Technology,Small Box,Computer Peripherals,-0.31,East,4443,1504.97,2013-08-12,Regular Air,4,New Hampshire,77.51,3839
Dunwoody,Rick Hansen,Home Office,0.03,1,2013-08-12,22117,Critical,16,0.38,Office Supplies,Small Box,Binders and Binder Accessories,-14.36,West,6008,44.25,2013-08-12,Express Air,5.41,California,4.24,90503
Richmond,Jack Lebron,Corporate,0.03,1,2013-08-12,59074,Low,37,0.39,Office Supplies,Small Box,Paper,175.16,South,3082,581.52,2013-08-13,Express Air,7.5,Georgia,35.44,30338
Dunwoody,Rick Hansen,Home Office,0.1,1,2013-08-12,22117,Critical,5,0.56,Furniture,Small Pack,Office Furnishings,70.8,Central,8263,589.63,2013-08-14,Regular Air,8.99,Indiana,14.98,47374
Lubbock,George Ashbrook,Consumer,0.06,1,2013-08-13,19687,Medium,33,0.37,Office Supplies,Wrap Bag,Pens and Art Supplies,-16.42,South,3083,19.17,2013-08-15,Regular Air,3.97,Georgia,3.28,30338
Morgantown,Cari MacIntyre,Corporate,0.03,1,2013-08-13,35878,Medium,11,0.36,Office Supplies,Wrap Bag,Rubber Bands,3.86,Central,2729,47.99,2013-08-14,Regular Air,0.7,Texas,1.48,79424
Fort Myers,Mick Crebagga,Corporate,0.02,1,2013-08-13,33537,Medium,9,0.81,Office Supplies,Small Box,Paper,48.88,East,5034,485.46,2013-08-14,Regular Air,17.48,West Virginia,40.99,26501
Minneapolis,Sean Wendt,Corporate,0,1,2013-08-13,5061,Critical,4,0.56,Technology,Small Pack,Telephones and Communication,-105.09,South,4707,163.31,2013-08-14,Regular Air,3.3,Florida,20.99,33917
Seguin,Cari MacIntyre,Corporate,0.08,1,2013-08-13,35878,Medium,45,0.39,Office Supplies,Wrap Bag,Pens and Art Supplies,-2.21,Central,713,12.8,2013-08-15,Regular Air,0.7,Minnesota,2.88,55407
Fort Myers,Mick Crebagga,Corporate,0.07,1,2013-08-13,33537,Medium,26,0.56,Office Supplies,Wrap Bag,Paper,-7.71,Central,5035,161.67,2013-08-15,Regular Air,2.2,Texas,3.6,78155
Lubbock,George Ashbrook,Consumer,0.1,1,2013-08-13,19687,Medium,23,0.57,Office Supplies,Wrap Bag,Pens and Art Supplies,-1.97,South,4706,45.38,2013-08-15,Regular Air,0.7,Florida,1.76,33917
Granite Bay,Tracy Hopkins,Small Business,0.06,1,2013-08-14,20679,Medium,32,0.66,Technology,Small Box,Telephones and Communication,25.53,Central,2730,829.62,2013-08-15,Regular Air,4.99,Texas,45.99,79424
Wilson,Rick Wilson,Corporate,0.05,1,2013-08-14,17381,High,28,0.37,Office Supplies,Small Box,Storage and Organization,601.88,West,2865,4976.6,2013-08-14,Regular Air,19.99,California,161.55,95746
Baytown,Darren Budd,Consumer,0.01,1,2013-08-14,35079,High,32,0.63,Office Supplies,Small Box,Labels,40.9,South,2398,101.25,2013-08-15,Regular Air,0.5,North Carolina,3.75,27893
Austin,Darren Budd,Consumer,0.02,1,2013-08-14,35079,High,13,0.65,Furniture,Large Box,Tables,559.59,Central,4932,2062.75,2013-08-16,Express Air,19.99,Texas,60.98,77520
Springfield,Alan Barnes,Corporate,0.06,1,2013-08-15,19686,Medium,2,0.4,Furniture,Jumbo Box,Bookcases,-30.69,Central,4931,71.57,2013-08-16,Regular Air,4.95,Texas,4.98,78745
Huntsville,Nathan Mautz,Corporate,0.01,1,2013-08-15,38176,High,39,0.4,Technology,Medium Box,Office Machines,-53.08,Central,2727,42.31,2013-08-15,Regular Air,8.51,Illinois,17.98,62701
Gainesville,Roy Skaria,Corporate,0.01,1,2013-08-15,6625,High,23,0.62,Office Supplies,Small Box,Paper,-79.08,South,5368,231.08,2013-08-16,Express Air,5.57,Alabama,5.28,35810
Huntsville,Nathan Mautz,Corporate,0.06,1,2013-08-15,38176,High,48,0.52,Furniture,Jumbo Box,Bookcases,5713.53,South,920,21062.91,2013-08-17,Delivery Truck,44.55,Florida,880.98,32601
Streamwood,Alan Barnes,Corporate,0.04,1,2013-08-15,19686,Medium,11,0.4,Office Supplies,Wrap Bag,Pens and Art Supplies,74.75,South,5369,428.36,2013-08-17,Express Air,2.25,Alabama,9.11,35810
Metairie,Rob Beeghly,Consumer,0.01,1,2013-08-16,47040,High,38,0.38,Office Supplies,Small Box,Binders and Binder Accessories,12.76,Central,2728,152.67,2013-08-17,Regular Air,4.98,Illinois,12.95,60107
Florence,Karen Seio,Consumer,0.01,1,2013-08-16,24227,Medium,24,0.58,Office Supplies,Small Box,Binders and Binder Accessories,8.1,South,6611,487.98,2013-08-17,Regular Air,7.17,Louisiana,12.53,70003
Glastonbury,Corey Catlett,Home Office,0.06,1,2013-08-16,1382,Low,5,0.81,Technology,Small Box,Telephones and Communication,424.64,South,3400,1840.85,2013-08-18,Regular Air,2.79,Alabama,85.99,35630
Shelton,Corey Catlett,Home Office,0.02,1,2013-08-16,1382,Low,31,0.62,Technology,Wrap Bag,Telephones and Communication,-107.1,East,207,89.34,2013-08-20,Regular Air,2.5,Connecticut,20.99,6033
Norwich,Corey Catlett,Home Office,0.06,1,2013-08-16,1382,Low,39,0.38,Furniture,Jumbo Box,Bookcases,487.17,East,209,7180.83,2013-08-23,Delivery Truck,64.66,Connecticut,220.98,6484
White Plains,Caroline Jumper,Corporate,0.09,1,2013-08-16,30114,Low,7,0.41,Office Supplies,Small Box,Binders and Binder Accessories,-130.66,East,208,158.46,2013-08-23,Regular Air,5.26,Connecticut,3.98,6360
Prior Lake,John Castell,Small Business,0.06,1,2013-08-17,12710,Critical,37,0.36,Technology,Large Box,Copiers and Fax,-362.88,East,4235,4667.28,2013-08-23,Express Air,24.49,New York,699.99,10605
Wentzville,Julia Dunbar,Consumer,0.08,1,2013-08-17,3463,Critical,43,0.37,Office Supplies,Small Box,Paper,745.45,Central,1775,2116.62,2013-08-17,Regular Air,13.88,Minnesota,55.98,55372
Arlington,Darren Budd,Home Office,0.03,1,2013-08-17,11491,Low,38,0.41,Office Supplies,Small Box,Paper,-212.51,Central,503,264.75,2013-08-18,Regular Air,8.4,MO,6.48,63385
Covington,Brian Moss,Corporate,0.1,1,2013-08-17,47232,Not Specified,39,0.81,Furniture,Small Box,Office Furnishings,739.48,Central,1592,1785.74,2013-08-19,Express Air,7.23,Texas,48.04,76017
Rutland,Craig Yedwab,Consumer,0.05,1,2013-08-17,22820,High,34,0.75,Office Supplies,Small Box,Storage and Organization,-138.82,South,6641,546.4,2013-08-19,Express Air,4.53,Kentucky,15.14,41011
Highland Park,Muhammed MacIntyre,Small Business,0.09,1,2013-08-17,17409,Not Specified,31,0.78,Technology,Small Pack,Computer Peripherals,-116.21,East,3174,209.12,2013-08-19,Regular Air,4.38,Vermont,5.98,5701
Saco,Craig Yedwab,Consumer,0,1,2013-08-17,22820,High,18,0.4,Technology,Small Box,Computer Peripherals,-158.87,Central,2402,633.56,2013-08-19,Regular Air,6.5,Illinois,20.97,60035
Arlington,Darren Budd,Home Office,0.06,1,2013-08-17,11491,Low,26,0.66,Office Supplies,Wrap Bag,Rubber Bands,21.49,East,3175,144.84,2013-08-20,Regular Air,2.82,Maine,7.89,4072
Seminole,Arthur Gainer,Consumer,0.01,1,2013-08-18,57921,Medium,8,0.64,Technology,Small Pack,Computer Peripherals,-80.11,Central,1591,165.37,2013-08-26,Regular Air,4.07,Texas,6.6,76017
Eagle,Darren Powers,Corporate,0.05,1,2013-08-18,50246,Medium,14,0.37,Technology,Small Pack,Computer Peripherals,-42.12,South,8112,45.24,2013-08-18,Regular Air,4.62,Florida,4.98,33772
Hilton Head Island,Craig Leslie,Consumer,0.02,1,2013-08-18,13094,Not Specified,7,0.38,Office Supplies,Small Box,Paper,-47.67,West,7038,102.04,2013-08-19,Express Air,7.37,Idaho,6.48,83616
Bozeman,Laurel Workman,Home Office,0.09,1,2013-08-18,26688,Medium,7,0.43,Office Supplies,Wrap Bag,Paper,71.21,South,1825,283.57,2013-08-19,Regular Air,5.08,South Carolina,37.94,29915
Essex,Ralph Arnett,Consumer,0.05,1,2013-08-18,27232,Not Specified,19,0.59,Office Supplies,Wrap Bag,Pens and Art Supplies,12.02,West,3733,69.4,2013-08-19,Regular Air,1.09,Montana,9.93,59715
Seminole,Arthur Gainer,Consumer,0.08,1,2013-08-18,57921,Medium,7,0.59,Office Supplies,Small Box,Pens and Art Supplies,30.21,East,3819,639.3,2013-08-20,Regular Air,7.73,Maryland,34.99,21221
Bozeman,Laurel Workman,Home Office,0.06,1,2013-08-18,26688,Medium,21,0.57,Office Supplies,Small Pack,Pens and Art Supplies,-45.94,South,8113,148.05,2013-08-20,Regular Air,8.99,Florida,21.38,33772
North Olmsted,Sally Hughsby,Consumer,0.08,1,2013-08-19,2368,Critical,36,0.43,Office Supplies,Small Box,Appliances,57.17,West,3732,424.13,2013-08-20,Regular Air,3.99,Montana,20.27,59715
Phoenix,Cindy Chapman,Corporate,0.01,1,2013-08-19,59783,Low,36,0.55,Office Supplies,Small Box,Appliances,-229.67,East,344,508.73,2013-08-21,Regular Air,13.32,Ohio,14.81,44070
Richmond,Jack Lebron,Corporate,0.1,1,2013-08-20,59233,High,30,0.49,Office Supplies,Small Pack,Scissors Rulers and Trimmers,-60.07,West,8371,77.43,2013-08-24,Regular Air,2.56,Arizona,2.08,85023
Sarasota,Steven Cartwright,Home Office,0.05,1,2013-08-20,9152,Not Specified,43,0.6,Furniture,Small Pack,Office Furnishings,7.69,Central,8293,397.17,2013-08-20,Express Air,5,Indiana,14.34,47374
Plainfield,Charles McCrossin,Corporate,0.03,1,2013-08-20,26023,High,49,0.38,Technology,Medium Box,Telephones and Communication,-129.69,South,1260,292.81,2013-08-20,Regular Air,5.03,Florida,7.99,34239
Hobart,Giulietta Baptist,Home Office,0.1,1,2013-08-20,25154,High,16,0.48,Office Supplies,Wrap Bag,Rubber Bands,19.86,Central,3641,120.77,2013-08-21,Regular Air,1.02,Illinois,2.47,60544
Richmond,Jack Lebron,Corporate,0.08,1,2013-08-20,59233,High,3,0.62,Office Supplies,Wrap Bag,Pens and Art Supplies,13.84,Central,3533,102.5,2013-08-21,Regular Air,1.5,Indiana,6.68,46342
Russellville,Logan Currie,Small Business,0.07,1,2013-08-20,15045,Not Specified,11,0.74,Furniture,Jumbo Box,Bookcases,-160.46,Central,8292,336.84,2013-08-22,Delivery Truck,35.84,Indiana,100.98,47374
Thornton,Christopher Martinez,Small Business,0,1,2013-08-21,31204,Low,8,0.38,Furniture,Jumbo Drum,Chairs and Chairmats,-640.6,South,2105,1378.72,2013-08-22,Delivery Truck,70.2,Arkansas,122.99,72801
Farragut,Brosina Hoffman,Consumer,0.06,1,2013-08-21,40257,Not Specified,24,0.57,Office Supplies,Wrap Bag,Rubber Bands,-0.89,West,4380,10.46,2013-08-21,Regular Air,0.7,Colorado,1.14,80229
Lenexa,Alex Avila,Home Office,0.1,1,2013-08-21,30883,Medium,30,0.38,Furniture,Large Box,Chairs and Chairmats,405.5,South,5692,3201.16,2013-08-22,Regular Air,24.49,Tennessee,140.81,37922
Minnetonka,Sean Wendt,Corporate,0.1,1,2013-08-21,22053,Critical,32,0.37,Office Supplies,Wrap Bag,Paper,59.84,Central,4332,201.37,2013-08-22,Regular Air,1.6,Kansas,6.98,66215
Kennesaw,William Brown,Corporate,0.06,1,2013-08-21,26693,Medium,44,0.55,Office Supplies,Small Box,Binders and Binder Accessories,112.97,Central,3074,563.08,2013-08-23,Regular Air,5.23,Minnesota,18.99,55345
Thornton,Christopher Martinez,Small Business,0.02,1,2013-08-21,31204,Low,14,0.49,Technology,Small Pack,Telephones and Communication,697.29,South,3736,2094.98,2013-08-23,Express Air,1.25,Georgia,55.99,30144
Corvallis,Sonia Cooley,Corporate,0.08,1,2013-08-21,45511,Low,31,0.65,Furniture,Small Pack,Office Furnishings,75.83,West,4379,215.52,2013-08-26,Regular Air,5,Colorado,14.34,80229
Sterling Heights,Lela Donovan,Corporate,0.07,1,2013-08-22,36480,Medium,44,0.38,Furniture,Jumbo Box,Tables,-1099.46,West,6405,951.31,2013-08-28,Delivery Truck,45.51,Oregon,31.76,97330
Port Chester,Theresa Swint,Small Business,0.09,1,2013-08-22,42950,High,38,0.57,Office Supplies,Small Box,Binders and Binder Accessories,502.49,Central,5121,1190.8,2013-08-23,Regular Air,1.49,Michigan,28.53,48310
Creve Coeur,Joseph Airdo,Corporate,0.09,1,2013-08-22,31238,Medium,21,0.57,Technology,Small Pack,Telephones and Communication,303.4,East,6064,1142.49,2013-08-23,Regular Air,1.25,New York,35.99,10573
Hobbs,Matthew Grinstein,Small Business,0.08,1,2013-08-23,45989,High,26,0.35,Office Supplies,Small Box,Appliances,2017.64,Central,4387,7512.03,2013-08-24,Express Air,19.99,MO,363.25,63141
Taylor,Mark Cousins,Home Office,0.03,1,2013-08-23,11907,Low,45,0.37,Office Supplies,Small Box,Envelopes,-51.62,West,6460,148.12,2013-08-23,Regular Air,5.3,New Mexico,5.58,88240
East Saint Louis,Jamie Kunitz,Corporate,0,1,2013-08-23,10789,Not Specified,15,0.44,Technology,Jumbo Drum,Office Machines,2014.82,Central,1650,4729.85,2013-08-23,Delivery Truck,14,Michigan,100.97,48180
West Babylon,Brenda Bowman,Small Business,0.01,1,2013-08-23,49831,Critical,18,0.81,Office Supplies,Wrap Bag,Pens and Art Supplies,76.42,Central,1495,308.54,2013-08-24,Express Air,4.1,Illinois,19.84,62205
Montgomery,Patrick Jones,Home Office,0.04,1,2013-08-23,3493,High,48,0.74,Office Supplies,Small Box,Storage and Organization,-58.24,East,6976,274.32,2013-08-25,Regular Air,4.53,New York,15.14,11704
Butte,Ken Dana,Small Business,0.09,1,2013-08-23,50470,Low,38,0.57,Technology,Small Box,Computer Peripherals,1027.63,South,509,7518.12,2013-08-25,Regular Air,6.5,Alabama,152.48,36116
Grand Rapids,Mike Vittorini,Small Business,0.06,1,2013-08-24,10819,Critical,35,0.37,Office Supplies,Small Pack,Pens and Art Supplies,-57.73,West,7073,827.83,2013-08-28,Regular Air,8.99,Montana,22.99,59750
Munster,Paul Gonzalez,Corporate,0.04,1,2013-08-24,42754,Critical,31,0.36,Office Supplies,Small Box,Paper,-197.39,Central,1497,233.39,2013-08-24,Regular Air,9.54,Michigan,6.48,49505
Coralville,Monica Federle,Corporate,0.01,1,2013-08-24,51879,Not Specified,46,0.37,Office Supplies,Small Box,Binders and Binder Accessories,32.19,Central,6036,341.71,2013-08-25,Regular Air,5.14,Indiana,10.98,46321
Shawnee,Ritsa Hightower,Corporate,0.04,1,2013-08-24,34209,High,48,0.46,Office Supplies,Small Box,Paper,212.06,Central,7274,991.36,2013-08-25,Regular Air,8.68,Iowa,19.98,52241
Coralville,Monica Federle,Corporate,0.03,1,2013-08-24,51879,Not Specified,26,0.44,Furniture,Wrap Bag,Office Furnishings,165.9,Central,4809,705.44,2013-08-26,Regular Air,5.3,Oklahoma,14.2,74801
Shawnee,Ritsa Hightower,Corporate,0.03,1,2013-08-24,34209,High,29,0.38,Furniture,Small Box,Office Furnishings,372.26,Central,7273,1382.31,2013-08-26,Regular Air,19.99,Iowa,51.94,52241
Waukegan,Carl Jackson,Home Office,0.09,1,2013-08-24,11460,High,30,0.38,Office Supplies,Small Box,Paper,437.61,Central,4810,1041.72,2013-08-26,Regular Air,4.92,Oklahoma,35.44,74801
Huber Heights,John Lucas,Small Business,0.1,1,2013-08-24,34562,Low,22,0.51,Office Supplies,Small Box,Labels,37.79,Central,1590,102.24,2013-08-26,Regular Air,0.5,Illinois,3.69,60087
Huber Heights,John Lucas,Small Business,0.03,1,2013-08-24,34562,Low,19,0.37,Technology,Small Pack,Computer Peripherals,57.82,East,4855,561.92,2013-08-26,Regular Air,1.99,Ohio,28.38,45424
Homewood,Nathan Mautz,Corporate,0,1,2013-08-25,14117,Not Specified,4,0.38,Office Supplies,Small Box,Paper,22.77,East,4856,365.64,2013-08-28,Regular Air,9.03,Ohio,18.97,45424
Little Rock,John Lee,Corporate,0.09,1,2013-08-26,48032,High,42,0.58,Office Supplies,Wrap Bag,Rubber Bands,-1.5,South,1980,5.31,2013-08-27,Regular Air,0.7,Alabama,1.14,35209
Little Rock,John Lee,Corporate,0.07,1,2013-08-26,48032,High,29,0.81,Office Supplies,Small Box,Appliances,-283.31,South,6744,309.17,2013-08-27,Regular Air,9.23,Arkansas,7.77,72209
Lake Charles,Nona Balk,Corporate,0.06,1,2013-08-26,13767,High,10,0.58,Office Supplies,Small Box,Storage and Organization,-104.43,South,6745,412.86,2013-08-27,Regular Air,4.53,Arkansas,15.14,72209
Fridley,Parhena Norris,Home Office,0.08,1,2013-08-26,46375,Medium,16,0.55,Technology,Small Box,Telephones and Communication,-339.11,South,1926,1246.36,2013-08-27,Regular Air,8.99,Louisiana,155.99,70601
Oxford,Nona Balk,Corporate,0.05,1,2013-08-26,13767,High,12,0.72,Technology,Small Box,Telephones and Communication,162.11,Central,6518,1702.5,2013-08-27,Regular Air,5.26,Minnesota,125.99,55432
Lake Charles,Nona Balk,Corporate,0.08,1,2013-08-26,13767,High,29,0.52,Furniture,Jumbo Box,Tables,-381.04,South,1927,2050.71,2013-08-28,Delivery Truck,69.64,Alabama,218.75,36203
Fridley,Parhena Norris,Home Office,0.02,1,2013-08-26,46375,Medium,24,0.38,Office Supplies,Medium Box,Appliances,-178,South,1924,597.66,2013-08-28,Regular Air,13.99,Louisiana,21.66,70601
Ankeny,Julie Creighton,Corporate,0.08,1,2013-08-26,28068,Low,23,0.75,Office Supplies,Small Box,Paper,389.07,Central,6517,905.32,2013-08-28,Regular Air,5.09,Minnesota,35.44,55432
Lake Charles,Nona Balk,Corporate,0.01,1,2013-08-26,13767,High,45,0.39,Technology,Small Box,Computer Peripherals,-43.96,Central,3940,631.99,2013-08-28,Regular Air,4,Iowa,27.48,50021
Inkster,Patrick O'Brill,Home Office,0,1,2013-08-26,42947,Low,5,0.43,Technology,Small Pack,Telephones and Communication,622.25,South,1925,1403.74,2013-08-28,Regular Air,3.3,Louisiana,35.99,70601
Evanston,Joy Bell,Home Office,0.09,1,2013-08-26,24007,Low,42,0.39,Technology,Small Pack,Computer Peripherals,-50.67,Central,6061,177.05,2013-08-28,Regular Air,1.99,Michigan,35.41,48141
Garden City,Liz Price,Consumer,0.03,1,2013-08-26,52933,Low,44,0.39,Office Supplies,Small Box,Labels,66.17,Central,3357,163.08,2013-08-30,Regular Air,0.5,Illinois,4.13,60201
Evanston,Joy Bell,Home Office,0.06,1,2013-08-26,24007,Low,28,0.35,Office Supplies,Small Box,Binders and Binder Accessories,50.04,Central,7428,210.46,2013-09-02,Express Air,1.49,Michigan,4.49,48135
Evanston,Joy Bell,Home Office,0.08,1,2013-08-26,24007,Low,26,0.48,Office Supplies,Small Box,Envelopes,-13.95,Central,3356,317.85,2013-09-02,Regular Air,6.97,Illinois,11.58,60201
Missouri City,Noah Childs,Home Office,0.1,1,2013-08-27,32834,Critical,39,0.58,Technology,Small Pack,Computer Peripherals,135.65,Central,3355,531.66,2013-09-02,Regular Air,1.99,Illinois,20.89,60201
Tucker,Nick Zandusky,Small Business,0.08,1,2013-08-27,55750,Critical,31,0.77,Technology,Small Box,Telephones and Communication,573.06,Central,4610,3460.56,2013-08-28,Regular Air,5.92,Texas,115.99,77489
Gurnee,Mike Pelletier,Corporate,0.07,1,2013-08-27,37860,Medium,1,0.72,Furniture,Jumbo Box,Tables,-791.66,South,7794,5445.99,2013-08-29,Delivery Truck,69.64,Georgia,218.75,30084
Dalton,Randy Bradley,Small Business,0.1,1,2013-08-27,23362,Medium,45,0.49,Furniture,Medium Box,Office Furnishings,-98.31,Central,5325,104.85,2013-08-29,Regular Air,52.2,Illinois,55.5,60031
Pembroke Pines,Mike Gockenbach,Consumer,0.02,1,2013-08-28,28769,Low,6,0.41,Furniture,Small Box,Office Furnishings,-20.6,South,3266,852.05,2013-08-29,Regular Air,10.49,Georgia,19.98,30721
Laurel,Sanjit Jacobs,Consumer,0.08,1,2013-08-28,31616,Critical,45,0.35,Technology,Small Pack,Computer Peripherals,-31.24,South,4027,195.75,2013-08-28,Regular Air,1.99,Florida,33.29,33024
